File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r1bc23d6et,http://193.205.194.113/RAISE/NEF/r1bc23d6et.NEF,http://193.205.194.113/RAISE/TIFF/r1bc23d6et.TIF,9/20/2014 22:56,7/19/2014 9:30,21.8 MB,L (4928 x 3264),30:24.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r1bc355f2t,http://193.205.194.113/RAISE/NEF/r1bc355f2t.NEF,http://193.205.194.113/RAISE/TIFF/r1bc355f2t.TIF,9/21/2014 10:12,10/4/2013 12:27,20.4 MB,L (4928 x 3264),27:20.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/22,1/60s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Manual,landscape; outdoor
r1bc3a653t,http://193.205.194.113/RAISE/NEF/r1bc3a653t.NEF,http://193.205.194.113/RAISE/TIFF/r1bc3a653t.TIF,9/21/2014 0:06,5/12/2012 6:34,10.5 MB,L (4288 x 2848),34:55.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Hoang Van Tien    ,Nikon D90,VR 18-105mm f/3.5-5.6G,40mm,AF-C,Auto,ON,,f/16,1/1000s,Manual,0EV,,Matrix,Auto (ISO 1600),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Auto,,,,VIVID-02,[VI] VIVID,,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,landscape; outdoor
r1bc3dd23t,http://193.205.194.113/RAISE/NEF/r1bc3dd23t.NEF,http://193.205.194.113/RAISE/TIFF/r1bc3dd23t.TIF,9/21/2014 8:08,1/6/2013 1:33,20.9 MB,L (4928 x 3264),33:22.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/11,1/60s,Manual,+0.7EV,,Spot,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,8,2,0,1,1,,,,,,,,,,,,,,,,,outdoor
r1bc4e4act,http://193.205.194.113/RAISE/NEF/r1bc4e4act.NEF,http://193.205.194.113/RAISE/TIFF/r1bc4e4act.TIF,9/21/2014 0:43,4/21/2012 2:58,10.1 MB,L (4288 x 2848),58:29.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/13,1/400s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,objects; outdoor
r1bc92a89t,http://193.205.194.113/RAISE/NEF/r1bc92a89t.NEF,http://193.205.194.113/RAISE/TIFF/r1bc92a89t.TIF,9/20/2014 19:23,8/8/2012 15:04,20.2 MB,L (4928 x 3264),04:11.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/7.1,1/320s,Manual,0EV,,Spot,ISO 500,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,1,0,1,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r1bca2388t,http://193.205.194.113/RAISE/NEF/r1bca2388t.NEF,http://193.205.194.113/RAISE/TIFF/r1bca2388t.TIF,9/20/2014 22:10,3/31/2012 8:34,10.6 MB,L (4288 x 2848),34:47.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,35mm,AF-S,Auto,ON,,f/6.3,1/160s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r1bcfab73t,http://193.205.194.113/RAISE/NEF/r1bcfab73t.NEF,http://193.205.194.113/RAISE/TIFF/r1bcfab73t.TIF,9/20/2014 21:31,1/1/2012 7:46,21.6 MB,L (4928 x 3264),46:00.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,60mm,AF-A,Auto,ON,OFF,f/11,1/1600s,Manual,0EV,,Matrix,ISO 800,,,,"Shade, B2, G2",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r1bd70210t,http://193.205.194.113/RAISE/NEF/r1bd70210t.NEF,http://193.205.194.113/RAISE/TIFF/r1bd70210t.TIF,9/21/2014 12:16,10/19/2013 14:10,19.8 MB,L (4928 x 3264),10:34.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/4,1/160s,,0EV,,Matrix,ISO 1600,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,buildings; outdoor
r1bdb6385t,http://193.205.194.113/RAISE/NEF/r1bdb6385t.NEF,http://193.205.194.113/RAISE/TIFF/r1bdb6385t.TIF,9/20/2014 23:09,2/18/2012 6:04,10.7 MB,L (4288 x 2848),03:59.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/30s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; buildings; objects
r1bddecd6t,http://193.205.194.113/RAISE/NEF/r1bddecd6t.NEF,http://193.205.194.113/RAISE/TIFF/r1bddecd6t.TIF,9/21/2014 3:06,5/4/2014 5:14,18.3 MB,L (4928 x 3264),14:53.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/6s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Shade, B2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,0,0,,,,,,,,,,,,,,,,,objects; outdoor
r1be2a3d5t,http://193.205.194.113/RAISE/NEF/r1be2a3d5t.NEF,http://193.205.194.113/RAISE/TIFF/r1be2a3d5t.TIF,9/20/2014 22:21,3/31/2012 4:14,10.1 MB,L (4288 x 2848),14:03.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/16,1/125s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor; people
r1be4943bt,http://193.205.194.113/RAISE/NEF/r1be4943bt.NEF,http://193.205.194.113/RAISE/TIFF/r1be4943bt.TIF,9/21/2014 7:51,1/26/2013 7:41,20.3 MB,L (4928 x 3264),41:39.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/160s,Manual,+0.7EV,,Spot,ISO 1250,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,9,3,1,1,1,,,,,,,,,,,,,,,,,Indoor; objects; people
r1bf00696t,http://193.205.194.113/RAISE/NEF/r1bf00696t.NEF,http://193.205.194.113/RAISE/TIFF/r1bf00696t.TIF,9/21/2014 0:10,5/12/2012 10:16,10.1 MB,L (4288 x 2848),16:07.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,+0.3EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor; people
r1bf4e594t,http://193.205.194.113/RAISE/NEF/r1bf4e594t.NEF,http://193.205.194.113/RAISE/TIFF/r1bf4e594t.TIF,9/20/2014 16:24,9/24/2011 10:58,21.6 MB,L (4928 x 3264),58:14.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/14,1/160s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, A2, G1",sRGB,ON (Low),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,9,2,0,2,1,,,,,,,,,,,,,,,,,buildings; outdoor
r1bf7ff83t,http://193.205.194.113/RAISE/NEF/r1bf7ff83t.NEF,http://193.205.194.113/RAISE/TIFF/r1bf7ff83t.TIF,9/21/2014 2:25,3/2/2014 12:16,19.5 MB,L (4928 x 3264),16:53.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/22,1/250s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Shade, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,2,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r1bfbaab3t,http://193.205.194.113/RAISE/NEF/r1bfbaab3t.NEF,http://193.205.194.113/RAISE/TIFF/r1bfbaab3t.TIF,9/20/2014 15:48,4/11/2014 9:33,17.8 MB,L (4928 x 3264),33:01.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,55mm,AF-A,Dynamic,ON,OFF,f/9,1/320s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,nature; outdoor
r1c028de8t,http://193.205.194.113/RAISE/NEF/r1c028de8t.NEF,http://193.205.194.113/RAISE/TIFF/r1c028de8t.TIF,9/20/2014 20:36,8/4/2012 8:08,19.2 MB,L (4928 x 3264),08:12.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,56mm,AF-A,Auto,ON,OFF,f/25,1/160s,Manual,0EV,,Spot,ISO 200,,,,"Direct sunlight, A5, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[PT] Portrait,[PT] Portrait,-,6,3,0,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
r1c070921t,http://193.205.194.113/RAISE/NEF/r1c070921t.NEF,http://193.205.194.113/RAISE/TIFF/r1c070921t.TIF,9/20/2014 17:07,8/21/2012 11:37,19.2 MB,L (4928 x 3264),37:09.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/14,1/200s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r1c09b002t,http://193.205.194.113/RAISE/NEF/r1c09b002t.NEF,http://193.205.194.113/RAISE/TIFF/r1c09b002t.TIF,9/21/2014 10:28,10/4/2013 10:55,21.8 MB,L (4928 x 3264),55:40.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/9,1/640s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r1c146589t,http://193.205.194.113/RAISE/NEF/r1c146589t.NEF,http://193.205.194.113/RAISE/TIFF/r1c146589t.TIF,9/20/2014 19:59,8/15/2012 11:20,20.6 MB,L (4928 x 3264),20:42.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,35mm,AF-A,Auto,ON,OFF,f/11,1/80s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r1c1e3ec9t,http://193.205.194.113/RAISE/NEF/r1c1e3ec9t.NEF,http://193.205.194.113/RAISE/TIFF/r1c1e3ec9t.TIF,9/21/2014 1:34,6/28/2014 10:35,20.6 MB,L (4928 x 3264),35:29.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,82mm,AF-A,"Dynamic, 21 points",ON,OFF,f/25,1/80s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r1c1fef8ft,http://193.205.194.113/RAISE/NEF/r1c1fef8ft.NEF,http://193.205.194.113/RAISE/TIFF/r1c1fef8ft.TIF,9/21/2014 0:13,5/12/2012 11:29,10.5 MB,L (4288 x 2848),29:31.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-A,Auto,ON,,f/10,1/500s,Aperture Priority,+0.3EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
r1c23e440t,http://193.205.194.113/RAISE/NEF/r1c23e440t.NEF,http://193.205.194.113/RAISE/TIFF/r1c23e440t.TIF,9/21/2014 7:04,8/22/2013 7:35,20.5 MB,L (4928 x 3264),35:09.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/6400s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r1c243af7t,http://193.205.194.113/RAISE/NEF/r1c243af7t.NEF,http://193.205.194.113/RAISE/TIFF/r1c243af7t.TIF,9/20/2014 22:31,7/19/2014 7:41,21.3 MB,L (4928 x 3264),41:46.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/80s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r1c24a571t,http://193.205.194.113/RAISE/NEF/r1c24a571t.NEF,http://193.205.194.113/RAISE/TIFF/r1c24a571t.TIF,9/20/2014 16:16,4/11/2014 11:17,17.4 MB,L (4928 x 3264),17:13.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Dynamic,ON,OFF,f/5.6,1/200s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,objects; outdoor
r1c2ac865t,http://193.205.194.113/RAISE/NEF/r1c2ac865t.NEF,http://193.205.194.113/RAISE/TIFF/r1c2ac865t.TIF,9/20/2014 22:28,7/19/2014 7:17,19.9 MB,L (4928 x 3264),17:33.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/125s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r1c31a90bt,http://193.205.194.113/RAISE/NEF/r1c31a90bt.NEF,http://193.205.194.113/RAISE/TIFF/r1c31a90bt.TIF,9/21/2014 3:43,5/17/2014 11:38,18.7 MB,L (4928 x 3264),38:26.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/4.5,1/250s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r1c402787t,http://193.205.194.113/RAISE/NEF/r1c402787t.NEF,http://193.205.194.113/RAISE/TIFF/r1c402787t.TIF,9/20/2014 19:06,8/7/2012 13:36,19.8 MB,L (4928 x 3264),36:58.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/18,1/100s,Manual,0EV,,Spot,ISO 200,,,,"Cloudy, B3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,8,0,0,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r1c4ae120t,http://193.205.194.113/RAISE/NEF/r1c4ae120t.NEF,http://193.205.194.113/RAISE/TIFF/r1c4ae120t.TIF,9/21/2014 11:38,10/27/2013 10:46,21.6 MB,L (4928 x 3264),46:07.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/60s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,nature; outdoor
r1c4d4720t,http://193.205.194.113/RAISE/NEF/r1c4d4720t.NEF,http://193.205.194.113/RAISE/TIFF/r1c4d4720t.TIF,9/21/2014 12:15,10/19/2013 14:08,19.1 MB,L (4928 x 3264),08:54.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/4,1/640s,,0EV,,Matrix,ISO 1600,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,outdoor
r1c4deb71t,http://193.205.194.113/RAISE/NEF/r1c4deb71t.NEF,http://193.205.194.113/RAISE/TIFF/r1c4deb71t.TIF,9/20/2014 19:58,8/14/2012 15:14,19.4 MB,L (4928 x 3264),14:29.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,buildings; outdoor
r1c4e6a62t,http://193.205.194.113/RAISE/NEF/r1c4e6a62t.NEF,http://193.205.194.113/RAISE/TIFF/r1c4e6a62t.TIF,9/21/2014 1:11,10/7/2012 11:55,10.1 MB,L (4288 x 2848),55:28.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/640s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Auto, A5, G1",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,buildings; outdoor; people
r1c56a2bct,http://193.205.194.113/RAISE/NEF/r1c56a2bct.NEF,http://193.205.194.113/RAISE/TIFF/r1c56a2bct.TIF,9/20/2014 15:55,9/17/2011 12:14,20.6 MB,L (4928 x 3264),14:28.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,170mm,AF-A,Auto,ON,OFF,f/14,1/40s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Low),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,9,2,0,3,1,,,,,,,,,,,,,,,,,landscape; outdoor
r1c5a4928t,http://193.205.194.113/RAISE/NEF/r1c5a4928t.NEF,http://193.205.194.113/RAISE/TIFF/r1c5a4928t.TIF,9/20/2014 16:19,4/11/2014 11:19,18.3 MB,L (4928 x 3264),19:21.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,120mm,AF-A,Dynamic,ON,OFF,f/5.6,1/320s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,nature; outdoor
r1c5ec853t,http://193.205.194.113/RAISE/NEF/r1c5ec853t.NEF,http://193.205.194.113/RAISE/TIFF/r1c5ec853t.TIF,9/21/2014 7:23,2/9/2013 12:50,22.3 MB,L (4928 x 3264),50:10.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/200s,Aperture Priority,+0.7EV,,Matrix,ISO 640,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,outdoor; people
r1c6377bat,http://193.205.194.113/RAISE/NEF/r1c6377bat.NEF,http://193.205.194.113/RAISE/TIFF/r1c6377bat.TIF,9/21/2014 6:31,4/17/2013 8:10,19.8 MB,L (4928 x 3264),10:07.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Single,ON,OFF,f/10,1/400s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r1c6b4a23t,http://193.205.194.113/RAISE/NEF/r1c6b4a23t.NEF,http://193.205.194.113/RAISE/TIFF/r1c6b4a23t.TIF,9/21/2014 0:16,5/13/2012 4:23,9.18 MB,L (4288 x 2848),23:05.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,62mm,AF-A,Auto,ON,,f/10,1/500s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
r1c717a46t,http://193.205.194.113/RAISE/NEF/r1c717a46t.NEF,http://193.205.194.113/RAISE/TIFF/r1c717a46t.TIF,9/20/2014 23:28,2/19/2012 9:08,10.0 MB,L (4288 x 2848),08:25.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/6s,Aperture Priority,0EV,,Matrix,1EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor
